"SoftPlot +Plus+ Measurement Management Software"
"Start", 9.541400000000000E+0008
"Stop", 9.741400000000000E+0008
"Points",2001
"Point","X-Axis (Hz)","West of Telstar 11N (dBm)","Telstar 11N (dBm)","East of Telstar 11N (dBm)","Signal Generator at 11504.02GHz into LNBF (dBm)"
1520,967058000.000000000000,-102.133000000031,-98.915999999968,-93.535000000033,-87.010000000009
1521,967060000.000000000000,-101.993999999948,-98.621000000043,-92.459000000032,-87.045000000042
1522,967062000.000000000000,-101.913999999990,-98.724000000046,-92.506000000052,-87.064999999944
1523,967064000.000000000000,-101.810000000056,-98.777000000002,-92.447000000044,-87.091999999946
1524,967066000.000000000000,-101.738999999943,-98.777000000002,-93.521999999997,-86.942999999970
1525,967068000.000000000000,-101.741000000038,-98.741999999969,-92.589999999967,-87.160000000033
1526,967070000.000000000000,-101.915000000037,-98.668999999994,-93.417000000016,-87.229999999981
1527,967072000.000000000000,-101.895999999950,-98.640000000014,-92.687000000034,-87.368999999948
1528,967074000.000000000000,-101.986999999965,-98.650999999954,-92.746999999974,-87.324999999953
1529,967076000.000000000000,-101.915000000037,-98.653000000049,-92.890999999945,-87.216000000015
1530,967078000.000000000000,-102.001999999979,-98.697999999975,-93.351000000024,-87.158000000054
1531,967080000.000000000000,-102.008999999962,-98.609000000055,-92.554000000004,-87.091000000015
1532,967082000.000000000000,-101.972999999998,-98.586000000010,-93.957000000053,-87.146999999997
1533,967084000.000000000000,-101.989999999991,-98.491999999969,-92.706000000006,-87.204999999958
1534,967086000.000000000000,-101.974999999977,-98.464000000036,-93.364999999991,-87.314999999944
1535,967088000.000000000000,-102.072000000044,-98.444999999949,-92.856000000029,-87.173999999999
1536,967090000.000000000000,-102.104000000050,-98.540999999968,-93.645000000019,-87.197000000044
1537,967092000.000000000000,-101.951000000001,-98.581000000006,-92.768000000040,-87.074000000022
1538,967094000.000000000000,-101.929000000004,-98.675000000047,-93.005000000005,-87.123000000021
1539,967096000.000000000000,-102.072000000044,-98.645000000019,-93.094000000041,-87.251999999979
1540,967098000.000000000000,-102.006000000052,-98.709000000032,-93.805000000051,-87.236999999965
1541,967100000.000000000000,-101.812000000034,-98.567000000039,-92.927999999956,-87.042999999947
1542,967102000.000000000000,-101.861000000034,-98.405999999959,-92.966999999946,-86.957999999984
1543,967104000.000000000000,-101.971000000020,-98.211000000010,-92.807000000030,-86.974999999977
1544,967106000.000000000000,-101.996999999974,-98.570999999996,-93.846000000020,-86.925999999978
1545,967108000.000000000000,-101.893999999971,-98.484999999986,-92.679000000004,-87.184000000008
1546,967110000.000000000000,-101.817000000039,-98.505000000005,-94.040999999968,-87.442000000039
1547,967112000.000000000000,-102.167999999947,-98.621999999974,-93.123999999953,-87.177999999956
1548,967114000.000000000000,-102.158000000054,-98.721999999951,-93.342999999993,-87.033000000054
1549,967116000.000000000000,-101.937999999966,-98.846000000020,-93.314000000013,-87.059000000008
1550,967118000.000000000000,-101.957999999984,-98.631000000052,-94.067000000039,-87.202000000048
1551,967120000.000000000000,-102.233000000007,-98.564000000013,-93.226000000024,-87.094999999972
1552,967122000.000000000000,-102.229000000050,-98.481000000029,-94.172999999952,-87.136000000057
1553,967124000.000000000000,-102.111000000034,-98.662999999942,-93.322000000044,-87.064999999944
1554,967126000.000000000000,-102.020000000019,-98.660999999964,-94.280000000028,-87.043999999994
1555,967128000.000000000000,-101.984999999986,-98.702999999980,-93.472999999998,-86.888000000035
1556,967130000.000000000000,-102.152000000002,-98.506999999983,-94.126999999979,-86.978000000003
1557,967132000.000000000000,-102.217999999993,-98.650000000023,-93.136000000057,-86.903999999980
1558,967134000.000000000000,-102.136999999988,-98.530000000028,-93.603000000003,-87.042999999947
1559,967136000.000000000000,-102.114999999991,-98.611000000034,-93.587999999989,-87.069000000018
1560,967138000.000000000000,-102.101000000024,-98.569000000018,-94.385000000009,-87.128000000026
1561,967140000.000000000000,-102.167000000016,-98.523000000045,-93.567000000039,-87.170999999973
1562,967142000.000000000000,-102.180999999982,-98.523000000045,-94.631000000052,-87.307999999961
1563,967144000.000000000000,-102.062000000034,-98.488000000012,-93.856000000029,-87.410000000033
1564,967146000.000000000000,-101.854999999981,-98.643999999971,-93.709000000032,-87.275000000023
1565,967148000.000000000000,-102.020000000019,-98.640000000014,-93.756999999983,-87.170000000042
1566,967150000.000000000000,-102.013999999966,-98.611999999965,-94.621999999974,-87.153999999980
1567,967152000.000000000000,-101.836000000010,-98.532000000007,-93.748000000021,-87.182999999961
1568,967154000.000000000000,-102.003000000026,-98.564000000013,-93.913999999990,-87.023999999976
1569,967156000.000000000000,-101.956000000006,-98.391999999993,-93.907000000007,-87.025999999954
1570,967158000.000000000000,-102.028999999980,-98.545999999973,-94.119999999995,-87.194000000018
1571,967160000.000000000000,-102.047000000020,-98.611999999965,-93.988000000012,-86.952999999980
1572,967162000.000000000000,-101.940999999992,-98.508000000031,-94.518999999971,-86.822999999975
1573,967164000.000000000000,-101.895000000019,-98.587000000058,-93.677000000025,-86.932999999961
1574,967166000.000000000000,-102.081000000006,-98.552999999956,-94.587000000058,-87.238000000012
1575,967168000.000000000000,-101.930999999982,-98.577000000048,-93.734000000055,-87.251999999979
1576,967170000.000000000000,-102.013999999966,-98.498000000021,-94.076000000001,-87.155999999959
1577,967172000.000000000000,-101.918999999994,-98.501000000047,-93.984000000055,-87.277000000002
1578,967174000.000000000000,-102.052000000025,-98.726999999955,-94.559000000008,-87.219999999972
1579,967176000.000000000000,-102.005000000005,-98.513000000035,-93.707000000053,-87.121999999974
1580,967178000.000000000000,-101.937999999966,-98.479999999981,-94.797000000020,-87.089999999967
1581,967180000.000000000000,-101.986000000034,-98.672999999952,-94.010000000009,-87.234999999986
1582,967182000.000000000000,-101.923999999999,-98.625000000000,-94.814999999944,-87.050999999978
1583,967184000.000000000000,-101.880000000005,-98.567999999970,-93.699000000022,-87.027000000002
1584,967186000.000000000000,-101.898000000045,-98.636999999988,-94.089999999967,-87.270999999950
1585,967188000.000000000000,-102.060000000056,-98.540000000037,-94.371999999974,-87.432999999961
1586,967190000.000000000000,-102.199000000022,-98.616999999969,-94.912999999942,-87.427999999956
1587,967192000.000000000000,-102.140999999945,-98.560999999987,-93.846999999951,-87.425000000047
1588,967194000.000000000000,-102.204000000027,-98.616000000038,-94.113000000012,-87.391999999993
1589,967196000.000000000000,-102.106000000029,-98.572000000044,-94.403000000049,-87.483000000007
1590,967198000.000000000000,-102.133000000031,-98.606999999960,-94.501000000047,-87.121999999974
1591,967200000.000000000000,-102.195999999996,-98.572000000044,-94.415999999968,-87.160999999964
1592,967202000.000000000000,-102.081000000006,-98.611999999965,-95.175000000047,-87.266999999993
1593,967204000.000000000000,-102.006999999983,-98.773000000045,-94.072000000044,-87.260000000009
1594,967206000.000000000000,-102.199999999953,-98.756999999983,-95.201000000001,-87.182999999961
1595,967208000.000000000000,-101.940999999992,-98.707999999984,-94.097999999998,-87.238000000012
1596,967210000.000000000000,-102.052999999956,-98.729999999981,-94.876000000047,-87.346000000020
1597,967212000.000000000000,-102.079000000027,-98.631000000052,-94.119999999995,-87.351999999955
1598,967214000.000000000000,-102.018999999971,-98.466999999946,-95.358000000007,-87.287999999942
1599,967216000.000000000000,-102.030000000028,-98.586000000010,-94.611999999965,-87.199999999953
1600,967218000.000000000000,-101.981999999960,-98.645000000019,-94.820999999996,-87.283999999985
1601,967220000.000000000000,-101.954999999958,-98.694999999949,-94.584000000032,-87.268000000040
1602,967222000.000000000000,-101.988000000012,-98.709000000032,-94.780999999959,-87.214000000036
1603,967224000.000000000000,-101.854000000050,-98.538999999990,-94.890000000014,-87.282000000007
1604,967226000.000000000000,-102.010000000009,-98.606999999960,-95.555999999982,-87.307999999961
1605,967228000.000000000000,-101.974000000046,-98.510000000009,-94.390000000014,-87.398000000045
1606,967230000.000000000000,-101.998999999953,-98.670999999973,-95.474999999977,-87.217999999993
1607,967232000.000000000000,-102.084000000032,-98.673999999999,-94.819000000018,-87.221999999951
1608,967234000.000000000000,-102.070999999996,-98.625000000000,-94.714999999967,-87.356000000029
1609,967236000.000000000000,-102.010000000009,-98.655000000028,-94.888999999966,-87.263000000035
1610,967238000.000000000000,-102.104000000050,-98.596999999951,-96.013999999966,-87.143999999971
1611,967240000.000000000000,-101.905000000028,-98.658000000054,-95.116999999969,-87.011999999988
1612,967242000.000000000000,-101.898000000045,-98.319999999949,-95.601000000024,-86.875000000000
1613,967244000.000000000000,-101.890000000014,-98.469000000041,-94.743000000017,-86.908999999985
1614,967246000.000000000000,-101.783999999985,-98.300999999978,-95.932000000030,-86.859000000055
1615,967248000.000000000000,-101.981999999960,-98.314000000013,-94.932999999961,-86.766999999993
1616,967250000.000000000000,-102.091000000015,-98.572000000044,-95.993000000017,-86.792999999947
1617,967252000.000000000000,-101.917000000016,-98.521999999997,-95.099000000046,-86.915999999968
1618,967254000.000000000000,-102.040999999968,-98.364999999991,-95.959999999963,-87.228000000003
1619,967256000.000000000000,-101.952999999980,-98.329000000027,-95.293999999994,-87.084999999963
1620,967258000.000000000000,-102.043999999994,-98.579000000027,-95.062999999966,-87.011000000057
1621,967260000.000000000000,-102.121999999974,-98.638999999966,-95.452000000048,-86.847999999998
1622,967262000.000000000000,-102.072000000044,-98.636000000057,-95.773000000045,-86.998999999953
1623,967264000.000000000000,-101.907000000007,-98.572999999975,-95.576000000001,-87.060000000056
1624,967266000.000000000000,-102.025000000023,-98.606000000029,-96.628000000026,-87.055999999982
1625,967268000.000000000000,-101.969999999972,-98.770999999950,-95.614999999991,-87.103000000003
1626,967270000.000000000000,-101.905000000028,-98.804000000004,-96.263999999966,-87.096999999951
1627,967272000.000000000000,-101.993000000017,-98.761000000057,-95.326000000001,-87.091999999946
1628,967274000.000000000000,-102.087000000058,-98.726999999955,-96.400999999954,-87.228000000003
1629,967276000.000000000000,-102.101000000024,-98.559000000008,-95.273000000045,-87.290999999968
1630,967278000.000000000000,-101.893999999971,-98.670000000042,-96.123999999953,-87.270999999950
1631,967280000.000000000000,-101.942000000039,-98.619999999995,-95.805000000051,-87.238999999943
1632,967282000.000000000000,-102.060000000056,-98.604000000050,-95.993999999948,-87.165999999968
1633,967284000.000000000000,-102.025000000023,-98.344999999972,-96.016999999993,-87.104000000050
1634,967286000.000000000000,-101.988000000012,-98.391999999993,-96.631000000052,-87.091000000015
1635,967288000.000000000000,-102.226000000024,-98.381999999983,-95.694999999949,-86.998000000021
1636,967290000.000000000000,-101.989999999991,-98.378999999957,-96.018000000040,-86.988999999943
1637,967292000.000000000000,-102.042000000016,-98.500000000000,-95.844000000041,-87.145999999950
1638,967294000.000000000000,-102.067000000039,-98.555000000051,-96.185000000056,-87.239999999991
1639,967296000.000000000000,-102.185999999987,-98.532000000007,-96.180000000051,-87.121999999974
1640,967298000.000000000000,-102.086000000010,-98.618999999948,-97.342999999993,-87.126000000047
1641,967300000.000000000000,-102.160999999964,-98.591000000015,-96.150000000023,-87.069999999949
1642,967302000.000000000000,-102.163999999990,-98.516999999993,-96.991000000038,-86.957999999984
1643,967304000.000000000000,-102.079999999958,-98.339999999967,-95.761000000057,-87.067999999970
1644,967306000.000000000000,-101.981000000029,-98.579000000027,-97.297999999952,-86.903000000049
1645,967308000.000000000000,-102.013999999966,-98.616999999969,-96.172000000020,-87.025999999954
1646,967310000.000000000000,-101.847999999998,-98.528000000049,-97.104000000050,-87.091999999946
1647,967312000.000000000000,-101.927999999956,-98.472999999998,-96.349000000046,-87.064000000013
1648,967314000.000000000000,-102.013000000035,-98.483000000007,-97.104999999981,-87.074999999953
1649,967316000.000000000000,-102.008000000031,-98.572999999975,-96.322999999975,-86.993999999948
1650,967318000.000000000000,-101.824999999953,-98.516999999993,-96.601000000024,-86.861000000034
1651,967320000.000000000000,-101.876999999979,-98.503000000026,-96.785000000033,-86.842999999993
1652,967322000.000000000000,-101.986000000034,-98.376999999979,-97.597999999998,-86.964000000036
1653,967324000.000000000000,-102.141999999993,-98.521999999997,-96.770000000019,-87.111999999965
1654,967326000.000000000000,-102.043999999994,-98.408000000054,-97.190999999992,-87.251999999979
1655,967328000.000000000000,-101.853000000003,-98.523999999976,-96.376999999979,-87.287999999942
1656,967330000.000000000000,-101.908000000054,-98.481000000029,-97.596000000020,-87.329999999958
1657,967332000.000000000000,-101.937999999966,-98.520999999950,-96.690999999992,-87.175000000047
1658,967334000.000000000000,-101.971999999951,-98.650000000023,-97.631999999983,-87.231999999960
1659,967336000.000000000000,-101.991000000038,-98.569000000018,-96.881000000052,-87.212000000058
1660,967338000.000000000000,-102.001000000047,-98.586000000010,-97.859000000055,-86.976999999955
1661,967340000.000000000000,-102.123000000021,-98.437000000034,-96.614999999991,-86.979999999981
1662,967342000.000000000000,-101.945999999996,-98.283999999985,-98.246999999974,-87.070999999996
1663,967344000.000000000000,-101.927000000025,-98.498000000021,-97.283999999985,-87.153000000049
1664,967346000.000000000000,-102.067999999970,-98.613999999943,-97.962999999989,-87.250000000000
1665,967348000.000000000000,-101.957000000053,-98.559000000008,-97.152000000002,-87.356999999960
1666,967350000.000000000000,-101.934000000008,-98.527000000002,-98.060999999987,-87.429000000004
1667,967352000.000000000000,-101.971000000020,-98.515999999945,-97.197999999975,-87.173999999999
1668,967354000.000000000000,-101.871999999974,-98.555000000051,-98.226000000024,-87.182999999961
1669,967356000.000000000000,-101.827999999980,-98.498000000021,-97.403999999980,-87.172999999952
1670,967358000.000000000000,-101.878999999957,-98.636000000057,-97.413999999990,-87.172000000020
1671,967360000.000000000000,-101.942000000039,-98.650999999954,-97.596000000020,-87.099000000046
1672,967362000.000000000000,-101.949000000022,-98.677999999956,-98.256000000052,-87.062999999966
1673,967364000.000000000000,-102.040000000037,-98.555000000051,-97.442999999970,-87.155999999959
1674,967366000.000000000000,-102.000000000000,-98.532000000007,-98.295999999973,-86.812999999966
1675,967368000.000000000000,-102.062000000034,-98.479999999981,-97.579000000027,-86.815999999992
1676,967370000.000000000000,-102.140999999945,-98.523999999976,-98.400999999954,-86.849999999977
1677,967372000.000000000000,-102.047999999952,-98.418999999994,-97.679000000004,-86.900999999954
1678,967374000.000000000000,-101.981000000029,-98.515000000014,-97.942999999970,-86.949999999953
1679,967376000.000000000000,-101.922999999952,-98.611000000034,-97.905000000028,-86.883000000031
1680,967378000.000000000000,-101.883000000031,-98.515000000014,-98.228000000003,-86.748999999953
1681,967380000.000000000000,-101.967999999993,-98.427000000025,-98.018000000040,-86.684000000008
1682,967382000.000000000000,-101.962999999989,-98.555000000051,-97.935999999987,-86.797999999952
1683,967384000.000000000000,-101.947999999975,-98.579999999958,-98.197000000044,-86.839000000036
1684,967386000.000000000000,-101.971999999951,-98.758999999962,-99.108000000007,-86.917999999947
1685,967388000.000000000000,-102.111999999965,-98.677999999956,-98.209000000032,-86.761000000057
1686,967390000.000000000000,-102.011000000057,-98.609999999986,-99.128000000026,-86.854000000050
1687,967392000.000000000000,-101.804000000004,-98.584999999963,-98.236000000034,-86.910999999964
1688,967394000.000000000000,-102.013999999966,-98.505000000005,-99.337000000058,-86.836000000010
1689,967396000.000000000000,-102.091000000015,-98.538999999990,-98.567999999970,-86.964000000036
1690,967398000.000000000000,-102.089000000036,-98.510000000009,-98.646999999997,-86.888999999966
1691,967400000.000000000000,-102.187000000034,-98.476999999955,-98.765000000014,-87.138999999966
1692,967402000.000000000000,-102.048999999999,-98.437000000034,-99.420999999973,-87.167000000016
1693,967404000.000000000000,-102.043999999994,-98.643000000040,-98.638000000035,-87.150999999954
1694,967406000.000000000000,-101.930000000051,-98.560999999987,-99.243999999948,-87.194000000018
1695,967408000.000000000000,-101.913999999990,-98.621999999974,-98.596999999951,-87.258999999962
1696,967410000.000000000000,-101.907000000007,-98.547000000020,-99.535000000033,-87.263999999966
1697,967412000.000000000000,-102.062999999966,-98.496000000043,-98.743000000017,-87.236000000034
1698,967414000.000000000000,-102.006999999983,-98.665000000037,-99.746999999974,-87.273999999976
1699,967416000.000000000000,-101.981000000029,-98.731999999960,-98.819999999949,-87.383999999962
1700,967418000.000000000000,-102.015999999945,-98.445999999996,-99.212999999989,-87.292000000016
1701,967420000.000000000000,-101.984000000055,-98.326000000001,-99.167999999947,-87.182999999961
1702,967422000.000000000000,-101.913999999990,-98.241999999969,-99.861999999965,-87.194999999949
1703,967424000.000000000000,-101.883000000031,-98.447000000044,-99.035999999964,-87.184000000008
1704,967426000.000000000000,-101.866999999969,-98.280000000028,-99.724999999977,-87.140999999945
1705,967428000.000000000000,-101.966000000015,-98.457000000053,-98.978000000003,-87.177999999956
1706,967430000.000000000000,-101.979000000050,-98.530999999959,-99.314000000013,-87.256999999983
1707,967432000.000000000000,-101.971000000020,-98.552000000025,-99.388000000035,-87.312999999966
1708,967434000.000000000000,-102.131000000052,-98.390999999945,-99.726999999955,-87.349999999977
1709,967436000.000000000000,-102.008000000031,-98.484999999986,-99.163999999990,-87.295000000042
1710,967438000.000000000000,-101.998999999953,-98.388999999966,-99.403999999980,-87.250000000000
1711,967440000.000000000000,-102.048999999999,-98.525000000023,-99.663999999990,-87.160999999964
1712,967442000.000000000000,-102.011999999988,-98.410999999964,-99.648000000045,-87.136999999988
1713,967444000.000000000000,-102.126999999979,-98.562000000034,-99.667999999947,-87.116999999969
1714,967446000.000000000000,-102.158999999985,-98.434000000008,-99.591000000015,-87.204999999958
1715,967448000.000000000000,-102.059000000008,-98.476000000024,-99.648999999976,-87.212999999989
1716,967450000.000000000000,-102.057999999961,-98.518000000040,-100.202999999980,-87.219000000041
1717,967452000.000000000000,-102.052999999956,-98.467999999993,-99.520000000019,-87.386000000057
1718,967454000.000000000000,-102.020999999950,-98.376000000047,-100.282000000007,-87.162999999942
1719,967456000.000000000000,-102.021999999997,-98.481999999960,-99.672999999952,-87.072999999975
1720,967458000.000000000000,-102.060999999987,-98.488999999943,-100.547000000020,-87.212999999989
1721,967460000.000000000000,-101.768000000040,-98.540000000037,-99.839999999967,-87.131000000052
1722,967462000.000000000000,-101.787000000011,-98.719999999972,-100.547999999952,-87.341000000015
1723,967464000.000000000000,-101.829000000027,-98.795999999973,-99.530000000028,-87.464999999967
1724,967466000.000000000000,-101.972999999998,-98.670999999973,-99.929000000004,-87.332000000053
1725,967468000.000000000000,-102.040000000037,-98.675999999978,-99.920000000042,-87.467999999993
1726,967470000.000000000000,-102.032000000007,-98.653000000049,-99.817000000039,-87.550999999978
1727,967472000.000000000000,-102.015000000014,-98.576000000001,-99.971999999951,-87.454000000027
1728,967474000.000000000000,-102.118000000017,-98.238999999943,-100.714999999967,-87.430000000051
1729,967476000.000000000000,-102.084999999963,-98.317999999970,-99.932999999961,-87.273999999976
1730,967478000.000000000000,-102.065999999992,-98.405000000028,-100.239999999991,-87.368000000017
1731,967480000.000000000000,-102.015999999945,-98.540000000037,-100.283999999985,-87.287999999942
1732,967482000.000000000000,-102.025999999954,-98.576000000001,-100.765999999945,-87.305999999982
1733,967484000.000000000000,-101.910999999964,-98.523000000045,-99.775000000023,-87.317000000039
1734,967486000.000000000000,-101.984999999986,-98.567000000039,-100.359999999986,-87.273999999976
1735,967488000.000000000000,-101.974999999977,-98.692999999970,-100.332000000053,-87.273999999976
1736,967490000.000000000000,-102.189999999944,-98.667999999947,-100.753999999957,-87.327000000048
1737,967492000.000000000000,-102.128000000026,-98.782000000007,-100.096999999951,-87.224000000046
1738,967494000.000000000000,-101.854999999981,-98.626000000047,-101.043999999994,-87.077999999980
1739,967496000.000000000000,-102.050999999978,-98.623999999953,-100.314000000013,-86.827000000048
1740,967498000.000000000000,-102.016999999993,-98.692000000039,-101.114999999991,-86.910000000033
1741,967500000.000000000000,-102.011999999988,-98.697000000044,-100.270000000019,-86.829000000027
1742,967502000.000000000000,-101.940999999992,-98.868999999948,-101.290999999968,-86.895000000019
1743,967504000.000000000000,-102.084999999963,-98.907000000007,-100.307999999961,-86.856000000029
1744,967506000.000000000000,-101.969000000041,-98.915999999968,-101.143999999971,-86.787999999942
1745,967508000.000000000000,-101.976000000024,-98.951000000001,-100.390999999945,-86.836000000010
1746,967510000.000000000000,-101.844000000041,-98.942000000039,-101.430999999982,-86.947999999975
1747,967512000.000000000000,-102.021999999997,-99.028999999980,-100.412999999942,-86.996999999974
1748,967514000.000000000000,-101.871000000043,-98.954999999958,-101.285000000033,-87.055999999982
1749,967516000.000000000000,-102.013000000035,-99.209999999963,-100.256999999983,-86.939999999944
1750,967518000.000000000000,-102.097999999998,-99.246000000043,-100.547999999952,-87.059000000008
1751,967520000.000000000000,-102.013000000035,-99.261000000057,-100.662999999942,-86.989999999991
1752,967522000.000000000000,-102.091000000015,-99.462999999989,-101.462999999989,-87.087000000058
1753,967524000.000000000000,-101.949999999953,-99.643000000040,-100.576000000001,-87.084999999963
1754,967526000.000000000000,-101.854000000050,-99.687000000034,-101.491000000038,-87.096999999951
1755,967528000.000000000000,-101.687999999966,-99.726000000024,-100.667000000016,-87.028000000049
1756,967530000.000000000000,-101.854999999981,-99.685000000056,-101.439000000013,-87.028000000049
1757,967532000.000000000000,-101.954000000027,-99.694999999949,-100.386000000057,-86.896999999997
1758,967534000.000000000000,-101.836000000010,-99.873999999953,-101.395000000019,-86.851999999955
1759,967536000.000000000000,-101.854999999981,-100.070999999996,-100.554000000004,-87.072999999975
1760,967538000.000000000000,-102.081000000006,-100.145000000019,-101.636000000057,-87.001999999979
1761,967540000.000000000000,-102.015999999945,-100.212999999989,-100.704000000027,-86.971000000020
1762,967542000.000000000000,-102.155000000028,-100.155000000028,-100.891999999993,-86.930999999982
1763,967544000.000000000000,-102.263000000035,-100.158999999985,-100.660000000033,-87.055999999982
1764,967546000.000000000000,-102.146999999997,-100.278000000049,-100.869999999995,-87.038999999990
1765,967548000.000000000000,-102.008999999962,-100.351000000024,-100.878000000026,-87.054000000004
1766,967550000.000000000000,-102.055000000051,-100.407000000007,-100.925000000047,-87.155999999959
1767,967552000.000000000000,-101.746999999974,-100.256000000052,-100.721000000020,-87.238999999943
1768,967554000.000000000000,-101.839000000036,-100.528000000049,-100.748000000021,-87.390000000014
1769,967556000.000000000000,-102.050999999978,-100.545999999973,-100.670999999973,-87.557000000030
1770,967558000.000000000000,-102.076000000001,-100.606000000029,-101.564999999944,-87.228000000003
1771,967560000.000000000000,-102.045999999973,-100.694000000018,-100.665000000037,-87.167999999947
1772,967562000.000000000000,-101.949000000022,-100.704000000027,-101.527000000002,-87.209000000032
1773,967564000.000000000000,-101.883000000031,-100.905000000028,-100.856999999960,-87.027000000002
1774,967566000.000000000000,-101.937000000034,-100.873000000021,-100.777000000002,-87.076000000001
1775,967568000.000000000000,-101.966000000015,-100.829000000027,-100.944000000018,-86.905000000028
1776,967570000.000000000000,-102.131999999983,-100.804000000004,-101.599000000046,-86.964000000036
1777,967572000.000000000000,-101.981000000029,-100.853000000003,-100.861000000034,-86.966000000015
1778,967574000.000000000000,-101.927999999956,-100.903999999980,-101.736999999965,-86.998000000021
1779,967576000.000000000000,-102.054000000004,-100.944999999949,-100.903999999980,-87.168999999994
1780,967578000.000000000000,-102.192999999970,-101.001999999979,-100.748999999953,-87.233000000007
1781,967580000.000000000000,-102.138000000035,-100.934000000008,-100.959000000032,-87.109999999986
1782,967582000.000000000000,-102.108000000007,-100.758000000031,-101.126999999979,-87.212000000058
1783,967584000.000000000000,-102.018999999971,-100.842999999993,-101.045999999973,-87.216999999946
1784,967586000.000000000000,-102.042000000016,-101.062999999966,-101.576000000001,-87.131000000052
1785,967588000.000000000000,-101.868999999948,-101.006999999983,-100.905000000028,-87.195999999996
1786,967590000.000000000000,-101.986999999965,-101.082999999984,-101.689000000013,-87.423999999999
1787,967592000.000000000000,-102.150999999954,-100.826000000001,-100.930999999982,-87.246999999974
1788,967594000.000000000000,-102.238000000012,-100.822000000044,-101.724000000046,-87.148000000045
1789,967596000.000000000000,-102.167999999947,-100.886000000057,-100.807000000030,-87.153999999980
1790,967598000.000000000000,-102.086000000010,-100.979000000050,-101.773000000045,-86.886999999988
1791,967600000.000000000000,-102.133999999962,-100.957999999984,-100.934000000008,-86.886000000057
1792,967602000.000000000000,-102.003000000026,-100.851000000024,-101.599999999977,-87.040999999968
1793,967604000.000000000000,-101.994999999995,-100.947999999975,-100.880000000005,-87.113000000012
1794,967606000.000000000000,-102.008999999962,-100.829000000027,-101.744999999995,-86.972999999998
1795,967608000.000000000000,-101.993999999948,-100.814000000013,-100.890000000014,-86.863000000012
1796,967610000.000000000000,-102.074999999953,-100.787999999942,-101.077000000048,-86.888999999966
1797,967612000.000000000000,-102.131999999983,-100.922000000020,-100.842999999993,-86.817000000039
1798,967614000.000000000000,-102.037000000011,-100.790000000037,-100.993000000017,-86.608000000007
1799,967616000.000000000000,-102.067999999970,-100.802999999956,-101.320999999996,-86.653999999980
1800,967618000.000000000000,-102.138999999966,-100.923999999999,-101.513999999966,-86.750000000000
1801,967620000.000000000000,-101.974999999977,-100.672000000020,-100.895000000019,-86.751999999979
1802,967622000.000000000000,-101.976999999955,-100.510000000009,-101.621999999974,-86.868999999948
1803,967624000.000000000000,-102.010000000009,-100.447000000044,-100.913999999990,-86.886000000057
1804,967626000.000000000000,-102.136999999988,-100.420000000042,-101.030000000028,-86.888000000035
1805,967628000.000000000000,-102.153000000049,-100.555999999982,-101.033000000054,-86.925000000047
1806,967630000.000000000000,-102.067999999970,-100.690999999992,-101.118000000017,-87.037000000011
1807,967632000.000000000000,-101.886000000057,-100.753999999957,-101.077999999980,-87.190999999992
1808,967634000.000000000000,-101.798999999999,-100.650000000023,-101.712000000058,-87.177999999956
1809,967636000.000000000000,-101.837999999989,-100.599999999977,-100.753000000026,-87.258999999962
1810,967638000.000000000000,-102.062999999966,-100.329999999958,-100.895000000019,-87.128000000026
1811,967640000.000000000000,-102.101000000024,-100.270999999950,-100.694999999949,-87.250000000000
1812,967642000.000000000000,-102.109000000055,-100.162000000011,-100.962000000058,-87.287000000011
1813,967644000.000000000000,-102.097999999998,-100.236000000034,-100.724999999977,-87.241000000038
1814,967646000.000000000000,-102.076000000001,-100.322999999975,-101.592999999993,-87.212000000058
1815,967648000.000000000000,-102.189000000013,-100.136999999988,-100.780999999959,-87.356000000029
1816,967650000.000000000000,-101.912999999942,-100.123999999953,-101.837999999989,-87.033000000054
1817,967652000.000000000000,-101.883999999962,-100.189999999944,-101.016999999993,-86.915000000037
1818,967654000.000000000000,-101.868999999948,-100.155999999959,-100.986999999965,-86.898000000045
1819,967656000.000000000000,-101.893999999971,-100.025000000023,-100.895999999950,-87.006999999983
1820,967658000.000000000000,-102.025999999954,-99.989999999991,-101.824999999953,-86.822000000044
1821,967660000.000000000000,-102.025999999954,-99.966999999946,-100.991000000038,-86.839999999967
1822,967662000.000000000000,-101.979999999981,-100.032000000007,-101.888000000035,-87.123999999953
1823,967664000.000000000000,-101.991000000038,-99.753999999957,-101.089000000036,-87.106999999960
1824,967666000.000000000000,-101.947999999975,-99.641999999993,-101.609999999986,-87.277000000002
1825,967668000.000000000000,-101.875000000000,-99.623000000021,-100.873999999953,-87.224000000046
1826,967670000.000000000000,-101.883999999962,-99.702000000048,-101.050999999978,-87.160999999964
1827,967672000.000000000000,-102.015999999945,-99.658999999985,-101.192999999970,-87.023000000045
1828,967674000.000000000000,-102.052999999956,-99.714000000036,-101.844999999972,-86.971999999951
1829,967676000.000000000000,-102.028999999980,-99.601000000024,-101.021999999997,-86.984999999986
1830,967678000.000000000000,-101.932000000030,-99.508999999962,-100.868999999948,-87.092999999993
1831,967680000.000000000000,-101.878000000026,-99.469000000041,-101.013000000035,-87.214999999967
1832,967682000.000000000000,-101.871000000043,-99.275999999954,-101.655000000028,-87.373000000021
1833,967684000.000000000000,-101.934000000008,-99.239999999991,-100.994999999995,-87.398999999976
