"SoftPlot +Plus+ Measurement Management Software"
"Start", 9.640200000000000E+0008
"Stop", 9.680200000000000E+0008
"Points",2001
"Point","X-Axis (Hz)","West of Telstar 11N (dBm)","Telstar 11N (dBm)","East of Telstar 11N (dBm)","Signal Generator at 11504.02MHz into LNBF (dBm)"
1335,966688000.000000000000,-102.207999999984,-100.839999999967,-90.243000000017,-87.015999999945
1336,966690000.000000000000,-101.961000000010,-100.707000000053,-90.226000000024,-86.680000000051
1337,966692000.000000000000,-101.923999999999,-100.792000000016,-90.324999999953,-86.712999999989
1338,966694000.000000000000,-101.966000000015,-100.893999999971,-90.339999999967,-86.829000000027
1339,966696000.000000000000,-102.035999999964,-100.829999999958,-90.236000000034,-86.912999999942
1340,966698000.000000000000,-101.976999999955,-100.738999999943,-90.128999999957,-86.790999999968
1341,966700000.000000000000,-101.971000000020,-100.758000000031,-90.072999999975,-86.864999999991
1342,966702000.000000000000,-101.885000000009,-100.832999999984,-90.126000000047,-86.690999999992
1343,966704000.000000000000,-101.847999999998,-100.898000000045,-90.214000000036,-86.854999999981
1344,966706000.000000000000,-101.925999999978,-100.641999999993,-90.087999999989,-86.912999999942
1345,966708000.000000000000,-102.096000000020,-100.655000000028,-89.790999999968,-86.962000000058
1346,966710000.000000000000,-102.057000000030,-100.819000000018,-89.785999999964,-86.971999999951
1347,966712000.000000000000,-102.069999999949,-100.728000000003,-89.805999999982,-86.836000000010
1348,966714000.000000000000,-102.045999999973,-100.761999999988,-89.880000000005,-86.866000000038
1349,966716000.000000000000,-102.133999999962,-100.869999999995,-90.070999999996,-86.765999999945
1350,966718000.000000000000,-102.172000000020,-100.753000000026,-90.177999999956,-86.787999999942
1351,966720000.000000000000,-102.119999999995,-100.895999999950,-90.187999999966,-86.944000000018
1352,966722000.000000000000,-101.944000000018,-100.824000000022,-90.427000000025,-86.981000000029
1353,966724000.000000000000,-101.966000000015,-100.802000000025,-90.366999999969,-86.606999999960
1354,966726000.000000000000,-102.030000000028,-100.802000000025,-90.189999999944,-86.712000000058
1355,966728000.000000000000,-102.101000000024,-100.935999999987,-89.954000000027,-86.491999999969
1356,966730000.000000000000,-102.011999999988,-100.854000000050,-89.912999999942,-86.611000000034
1357,966732000.000000000000,-101.932000000030,-100.910000000033,-89.673999999999,-86.750000000000
1358,966734000.000000000000,-102.086000000010,-100.807000000030,-89.785999999964,-86.750000000000
1359,966736000.000000000000,-102.185000000056,-100.986999999965,-89.937999999966,-86.861000000034
1360,966738000.000000000000,-102.059000000008,-101.006000000052,-90.060999999987,-86.971000000020
1361,966740000.000000000000,-101.873000000021,-100.962999999989,-90.201000000001,-86.927000000025
1362,966742000.000000000000,-102.011999999988,-101.130000000005,-90.268999999971,-86.964999999967
1363,966744000.000000000000,-102.013000000035,-101.005000000005,-90.319000000018,-87.106000000029
1364,966746000.000000000000,-101.846000000020,-100.717999999993,-90.346999999951,-86.920000000042
1365,966748000.000000000000,-101.964000000036,-100.694000000018,-90.209000000032,-86.878000000026
1366,966750000.000000000000,-102.040000000037,-100.695999999996,-90.033000000054,-86.991999999969
1367,966752000.000000000000,-102.070999999996,-100.800999999978,-90.023000000045,-86.930000000051
1368,966754000.000000000000,-102.016999999993,-100.788999999990,-89.952999999980,-87.045999999973
1369,966756000.000000000000,-101.868000000017,-100.753999999957,-89.849999999977,-87.087000000058
1370,966758000.000000000000,-101.854999999981,-100.795000000042,-89.775999999954,-86.957999999984
1371,966760000.000000000000,-102.018000000040,-100.905999999959,-89.712999999989,-86.839999999967
1372,966762000.000000000000,-101.969999999972,-100.768000000040,-89.655000000028,-86.949000000022
1373,966764000.000000000000,-101.873999999953,-100.807000000030,-89.626999999979,-87.152000000002
1374,966766000.000000000000,-101.912999999942,-100.979000000050,-89.760000000009,-86.983000000007
1375,966768000.000000000000,-101.880000000005,-100.998000000021,-90.035999999964,-86.966000000015
1376,966770000.000000000000,-101.851000000024,-100.952999999980,-90.113999999943,-87.109999999986
1377,966772000.000000000000,-101.890000000014,-100.839999999967,-90.101000000024,-87.131000000052
1378,966774000.000000000000,-101.868000000017,-100.893000000040,-89.908999999985,-87.310999999987
1379,966776000.000000000000,-101.903999999980,-100.798999999999,-89.888999999966,-87.287999999942
1380,966778000.000000000000,-101.954999999958,-100.790999999968,-90.141999999993,-87.138999999966
1381,966780000.000000000000,-101.947000000044,-100.481999999960,-90.155999999959,-87.135000000009
1382,966782000.000000000000,-102.059000000008,-100.557000000030,-90.243000000017,-87.192999999970
1383,966784000.000000000000,-102.045000000042,-100.695999999996,-90.201000000001,-87.076000000001
1384,966786000.000000000000,-102.109999999986,-100.770000000019,-90.052999999956,-87.003999999957
1385,966788000.000000000000,-101.925999999978,-100.849999999977,-90.079999999958,-86.859999999986
1386,966790000.000000000000,-101.839000000036,-100.851999999955,-90.079000000027,-86.807000000030
1387,966792000.000000000000,-101.756000000052,-100.640999999945,-90.319000000018,-86.966000000015
1388,966794000.000000000000,-101.859000000055,-100.581000000006,-90.170000000042,-86.917000000016
1389,966796000.000000000000,-102.018000000040,-100.748000000021,-90.329000000027,-86.802000000025
1390,966798000.000000000000,-101.951000000001,-100.702999999980,-90.222999999998,-86.819000000018
1391,966800000.000000000000,-102.011000000057,-100.675000000047,-90.020000000019,-86.907000000007
1392,966802000.000000000000,-101.927000000025,-100.854000000050,-90.128999999957,-86.917000000016
1393,966804000.000000000000,-101.863000000012,-100.842999999993,-90.354999999981,-86.915999999968
1394,966806000.000000000000,-101.893000000040,-100.929000000004,-90.403999999980,-86.964999999967
1395,966808000.000000000000,-102.118999999948,-100.858000000007,-90.380000000005,-86.922999999952
1396,966810000.000000000000,-102.047999999952,-100.824999999953,-90.564000000013,-86.731999999960
1397,966812000.000000000000,-102.016999999993,-100.993000000017,-90.498000000021,-86.704999999958
1398,966814000.000000000000,-102.207999999984,-100.896999999997,-90.410999999964,-86.763999999966
1399,966816000.000000000000,-102.204999999958,-100.871000000043,-90.253999999957,-86.851000000024
1400,966818000.000000000000,-102.148000000045,-100.959000000032,-90.175999999978,-87.094999999972
1401,966820000.000000000000,-101.974999999977,-100.780999999959,-90.189999999944,-87.231999999960
1402,966822000.000000000000,-102.207999999984,-100.878000000026,-90.263000000035,-87.258999999962
1403,966824000.000000000000,-102.033000000054,-100.694999999949,-90.182999999961,-87.388000000035
1404,966826000.000000000000,-101.907000000007,-100.714000000036,-90.185000000056,-87.329000000027
1405,966828000.000000000000,-102.003000000026,-100.881000000052,-89.979000000050,-87.322999999975
1406,966830000.000000000000,-102.189999999944,-100.798999999999,-90.072000000044,-87.405000000028
1407,966832000.000000000000,-102.027000000002,-100.709999999963,-90.273999999976,-87.170999999973
1408,966834000.000000000000,-101.978000000003,-100.812000000034,-90.429000000004,-87.185999999987
1409,966836000.000000000000,-102.015000000014,-100.932999999961,-90.454000000027,-87.042999999947
1410,966838000.000000000000,-102.070999999996,-100.861000000034,-90.182000000030,-87.040999999968
1411,966840000.000000000000,-101.976999999955,-100.856000000029,-90.160999999964,-87.059000000008
1412,966842000.000000000000,-102.101000000024,-101.008999999962,-90.297999999952,-87.020000000019
1413,966844000.000000000000,-102.138999999966,-100.893999999971,-90.476999999955,-86.915000000037
1414,966846000.000000000000,-102.087000000058,-100.883999999962,-90.118999999948,-87.106999999960
1415,966848000.000000000000,-102.067999999970,-100.807999999961,-89.748999999953,-86.903000000049
1416,966850000.000000000000,-102.038999999990,-100.731999999960,-89.736999999965,-86.812000000034
1417,966852000.000000000000,-102.211000000010,-100.785000000033,-89.807999999961,-86.844000000041
1418,966854000.000000000000,-102.054000000004,-100.805000000051,-89.849000000046,-86.886999999988
1419,966856000.000000000000,-101.854000000050,-100.873000000021,-89.815999999992,-87.013000000035
1420,966858000.000000000000,-101.898999999976,-100.991999999969,-89.954999999958,-87.016999999993
1421,966860000.000000000000,-102.065999999992,-100.984000000055,-89.949999999953,-87.033000000054
1422,966862000.000000000000,-102.162999999942,-100.925000000047,-89.979000000050,-86.922999999952
1423,966864000.000000000000,-102.146999999997,-101.001000000047,-90.028999999980,-86.763999999966
1424,966866000.000000000000,-102.084999999963,-100.981999999960,-90.194000000018,-86.765999999945
1425,966868000.000000000000,-102.175999999978,-101.018999999971,-90.324999999953,-86.736999999965
1426,966870000.000000000000,-102.165999999968,-100.881000000052,-90.265999999945,-86.548999999999
1427,966872000.000000000000,-102.072999999975,-100.905999999959,-90.344000000041,-86.498999999953
1428,966874000.000000000000,-101.837999999989,-100.871000000043,-90.363000000012,-86.738999999943
1429,966876000.000000000000,-101.895999999950,-100.841999999946,-90.172000000020,-86.998000000021
1430,966878000.000000000000,-101.986999999965,-100.773999999976,-90.094000000041,-86.971999999951
1431,966880000.000000000000,-102.018000000040,-100.788999999990,-90.008000000031,-86.920999999973
1432,966882000.000000000000,-101.969999999972,-100.733000000007,-89.993000000017,-86.905999999959
1433,966884000.000000000000,-101.971999999951,-100.746999999974,-90.109999999986,-86.854999999981
1434,966886000.000000000000,-102.091999999946,-100.750000000000,-90.008000000031,-86.895999999950
1435,966888000.000000000000,-102.145999999950,-100.760000000009,-90.084000000032,-86.913999999990
1436,966890000.000000000000,-102.096999999951,-100.883999999962,-90.341000000015,-87.062999999966
1437,966892000.000000000000,-101.785999999964,-100.876999999979,-90.163999999990,-86.984999999986
1438,966894000.000000000000,-101.856999999960,-100.898000000045,-90.084000000032,-86.907000000007
1439,966896000.000000000000,-102.006000000052,-100.866999999969,-90.207999999984,-86.900999999954
1440,966898000.000000000000,-101.957999999984,-100.939000000013,-90.381999999983,-87.021999999997
1441,966900000.000000000000,-101.778000000049,-100.996999999974,-90.486000000034,-86.952999999980
1442,966902000.000000000000,-101.858000000007,-100.932999999961,-90.243999999948,-86.726999999955
1443,966904000.000000000000,-102.048999999999,-100.981000000029,-90.079999999958,-86.716000000015
1444,966906000.000000000000,-101.957999999984,-100.978000000003,-90.238999999943,-86.601999999955
1445,966908000.000000000000,-102.064999999944,-101.138999999966,-90.123999999953,-86.878999999957
1446,966910000.000000000000,-102.108000000007,-101.048999999999,-90.187999999966,-87.048999999999
1447,966912000.000000000000,-102.136000000057,-101.027000000002,-90.121999999974,-87.211000000010
1448,966914000.000000000000,-102.145000000019,-101.042999999947,-89.917000000016,-87.091000000015
1449,966916000.000000000000,-101.905999999959,-101.023999999976,-89.903000000049,-87.108000000007
1450,966918000.000000000000,-102.035000000033,-101.018000000040,-90.011000000057,-87.310999999987
1451,966920000.000000000000,-102.096000000020,-100.932000000030,-90.152000000002,-87.349999999977
1452,966922000.000000000000,-102.015000000014,-100.856999999960,-90.341000000015,-87.358000000007
1453,966924000.000000000000,-102.143999999971,-101.015999999945,-90.510000000009,-87.418999999994
1454,966926000.000000000000,-102.212999999989,-100.875000000000,-90.415000000037,-87.268999999971
1455,966928000.000000000000,-102.111999999965,-100.910000000033,-90.280999999959,-87.162000000011
1456,966930000.000000000000,-102.006000000052,-100.993000000017,-90.194000000018,-87.027000000002
1457,966932000.000000000000,-101.895000000019,-100.998000000021,-90.290000000037,-87.033999999985
1458,966934000.000000000000,-101.891999999993,-100.947999999975,-90.128000000026,-86.979999999981
1459,966936000.000000000000,-101.989999999991,-100.810999999987,-90.145000000019,-86.964999999967
1460,966938000.000000000000,-101.925999999978,-100.868999999948,-90.042000000016,-87.216999999946
1461,966940000.000000000000,-101.886999999988,-100.890999999945,-90.322000000044,-87.204000000027
1462,966942000.000000000000,-102.033999999985,-100.883000000031,-90.030999999959,-87.045000000042
1463,966944000.000000000000,-102.170000000042,-100.873999999953,-89.988000000012,-86.844000000041
1464,966946000.000000000000,-102.206000000006,-100.809000000008,-90.136999999988,-86.778000000049
1465,966948000.000000000000,-102.091000000015,-100.957999999984,-90.182999999961,-86.785000000033
1466,966950000.000000000000,-101.967999999993,-100.832999999984,-90.153999999980,-86.839000000036
1467,966952000.000000000000,-101.954000000027,-100.829999999958,-90.189000000013,-86.932000000030
1468,966954000.000000000000,-102.130000000005,-100.876000000047,-90.479000000050,-86.785000000033
1469,966956000.000000000000,-102.138000000035,-100.849999999977,-90.408999999985,-86.739999999991
1470,966958000.000000000000,-101.996999999974,-100.902000000002,-90.197000000044,-86.859000000055
1471,966960000.000000000000,-101.844999999972,-101.013999999966,-90.177999999956,-86.898999999976
1472,966962000.000000000000,-101.976999999955,-100.961000000010,-90.290000000037,-86.974999999977
1473,966964000.000000000000,-101.922999999952,-100.744999999995,-90.185000000056,-87.109000000055
1474,966966000.000000000000,-101.876000000047,-100.819000000018,-89.951000000001,-87.018999999971
1475,966968000.000000000000,-102.025999999954,-100.761000000057,-89.886999999988,-87.119999999995
1476,966970000.000000000000,-102.108000000007,-100.694000000018,-89.873999999953,-87.229999999981
1477,966972000.000000000000,-101.896999999997,-100.631999999983,-89.905000000028,-87.160999999964
