"SoftPlot +Plus+ Measurement Management Software"
"Start", 9.640200000000000E+0008
"Stop", 9.680200000000000E+0008
"Points",2001
"Point","X-Axis (Hz)","West of Telstar 11N (dBm)","Telstar 11N (dBm)","East of Telstar 11N (dBm)","Signal Generator at 11504.02MHz into LNBF (dBm)"
1021,966060000.000000000000,-101.221999999951,-95.731000000029,-89.972999999998,-84.216999999946
1022,966062000.000000000000,-101.197000000044,-95.729999999981,-89.780000000028,-84.847999999998
1023,966064000.000000000000,-101.158999999985,-95.684000000008,-89.778000000049,-85.467999999993
1024,966066000.000000000000,-100.878000000026,-95.844999999972,-89.988000000012,-85.849999999977
1025,966068000.000000000000,-100.822999999975,-95.939999999944,-89.964000000036,-86.273000000045
1026,966070000.000000000000,-100.457000000053,-95.915999999968,-90.118000000017,-86.653000000049
1027,966072000.000000000000,-100.241999999969,-95.942999999970,-90.011000000057,-86.758999999962
1028,966074000.000000000000,-100.155999999959,-95.937999999966,-89.819999999949,-86.804000000004
1029,966076000.000000000000,-99.844000000041,-95.729999999981,-89.797000000020,-86.885000000009
1030,966078000.000000000000,-99.508999999962,-95.633999999962,-89.820999999996,-86.890000000014
1031,966080000.000000000000,-99.309000000008,-95.761000000057,-89.836000000010,-87.055999999982
1032,966082000.000000000000,-99.109000000055,-95.819000000018,-89.974000000046,-87.059000000008
1033,966084000.000000000000,-98.932000000030,-95.876000000047,-89.790000000037,-87.182000000030
1034,966086000.000000000000,-98.481000000029,-95.856999999960,-89.841000000015,-87.172999999952
1035,966088000.000000000000,-98.439000000013,-95.952999999980,-90.001000000047,-87.140000000014
1036,966090000.000000000000,-98.037000000011,-95.883999999962,-90.069000000018,-86.908000000054
1037,966092000.000000000000,-97.717999999993,-95.893000000040,-90.258999999962,-86.810000000056
1038,966094000.000000000000,-97.565999999992,-95.927999999956,-90.209000000032,-86.832999999984
1039,966096000.000000000000,-97.496999999974,-95.876000000047,-90.194000000018,-86.883999999962
1040,966098000.000000000000,-97.138000000035,-95.964000000036,-90.207999999984,-87.005000000005
1041,966100000.000000000000,-96.981000000029,-96.084999999963,-90.236999999965,-86.893000000040
1042,966102000.000000000000,-96.665999999968,-96.065999999992,-89.940999999992,-86.915000000037
1043,966104000.000000000000,-96.481000000029,-95.780999999959,-90.116000000038,-87.025000000023
1044,966106000.000000000000,-96.173999999999,-95.729999999981,-90.020000000019,-87.015999999945
1045,966108000.000000000000,-96.212999999989,-95.832000000053,-89.978000000003,-87.238999999943
1046,966110000.000000000000,-95.956000000006,-95.898000000045,-89.814999999944,-87.327000000048
1047,966112000.000000000000,-95.731000000029,-95.969000000041,-89.846999999951,-87.430999999982
1048,966114000.000000000000,-95.763000000035,-96.042999999947,-89.810999999987,-87.363000000012
1049,966116000.000000000000,-95.528000000049,-96.229999999981,-89.890000000014,-87.189999999944
1050,966118000.000000000000,-95.486000000034,-96.131999999983,-89.756999999983,-87.229000000050
1051,966120000.000000000000,-95.285999999964,-96.420000000042,-89.972999999998,-87.175000000047
1052,966122000.000000000000,-95.258000000031,-96.265000000014,-90.047999999952,-87.121000000043
1053,966124000.000000000000,-95.194000000018,-96.214999999967,-90.072000000044,-87.118000000017
1054,966126000.000000000000,-95.180999999982,-96.216999999946,-90.108000000007,-86.923999999999
1055,966128000.000000000000,-95.008999999962,-96.224000000046,-90.197000000044,-86.871999999974
1056,966130000.000000000000,-94.983000000007,-96.542000000016,-90.246000000043,-86.902000000002
1057,966132000.000000000000,-95.089000000036,-96.667000000016,-90.069000000018,-87.035999999964
1058,966134000.000000000000,-95.104000000050,-96.562000000034,-90.015999999945,-87.173999999999
1059,966136000.000000000000,-95.035000000033,-96.594999999972,-89.905000000028,-87.461000000010
1060,966138000.000000000000,-94.998999999953,-96.682000000030,-90.069999999949,-87.508000000031
1061,966140000.000000000000,-94.925000000047,-96.817000000039,-90.067999999970,-87.349999999977
1062,966142000.000000000000,-94.866000000038,-96.886999999988,-90.101000000024,-87.271999999997
1063,966144000.000000000000,-94.709999999963,-97.074999999953,-89.780000000028,-87.268000000040
1064,966146000.000000000000,-94.712000000058,-97.251999999979,-89.753000000026,-87.006000000052
1065,966148000.000000000000,-94.787000000011,-97.312000000034,-89.851999999955,-86.984999999986
1066,966150000.000000000000,-94.662999999942,-97.395999999950,-89.881000000052,-87.062000000034
1067,966152000.000000000000,-94.606999999960,-97.810000000056,-89.991000000038,-87.074999999953
1068,966154000.000000000000,-94.501000000047,-98.123999999953,-90.054000000004,-87.057000000030
1069,966156000.000000000000,-94.445999999996,-98.398000000045,-90.013999999966,-87.209000000032
1070,966158000.000000000000,-94.474999999977,-98.288999999990,-90.035000000033,-87.180000000051
1071,966160000.000000000000,-94.618000000017,-98.478000000003,-89.972999999998,-87.091000000015
1072,966162000.000000000000,-94.530000000028,-98.702000000048,-89.761000000057,-87.028000000049
1073,966164000.000000000000,-94.405000000028,-98.866000000038,-89.824000000022,-87.010000000009
1074,966166000.000000000000,-94.501000000047,-99.067000000039,-89.923999999999,-87.116000000038
1075,966168000.000000000000,-94.361000000034,-99.180000000051,-89.861000000034,-87.177999999956
1076,966170000.000000000000,-94.351999999955,-99.385000000009,-89.886000000057,-87.209000000032
1077,966172000.000000000000,-94.418999999994,-99.746999999974,-89.912999999942,-87.020000000019
1078,966174000.000000000000,-94.569000000018,-99.809000000008,-89.815999999992,-86.971999999951
1079,966176000.000000000000,-94.626000000047,-100.011999999988,-89.410999999964,-86.905000000028
1080,966178000.000000000000,-94.586000000010,-100.228000000003,-89.415999999968,-86.981000000029
1081,966180000.000000000000,-94.594999999972,-100.126000000047,-89.594000000041,-86.853000000003
1082,966182000.000000000000,-94.628999999957,-100.119999999995,-89.695999999996,-86.873000000021
1083,966184000.000000000000,-94.653000000049,-100.383999999962,-89.891999999993,-86.842999999993
1084,966186000.000000000000,-94.670999999973,-100.555999999982,-90.283999999985,-86.900000000023
1085,966188000.000000000000,-94.766999999993,-100.560999999987,-90.231000000029,-86.964999999967
1086,966190000.000000000000,-94.775999999954,-100.533000000054,-90.096000000020,-86.930999999982
1087,966192000.000000000000,-94.780999999959,-100.559000000008,-90.177000000025,-87.256000000052
1088,966194000.000000000000,-94.623999999953,-100.472999999998,-90.072999999975,-87.314999999944
1089,966196000.000000000000,-94.567000000039,-100.390999999945,-90.023999999976,-87.209000000032
1090,966198000.000000000000,-94.577999999980,-100.447000000044,-89.932000000030,-86.974999999977
1091,966200000.000000000000,-94.692000000039,-100.444999999949,-89.932000000030,-86.841000000015
1092,966202000.000000000000,-94.758000000031,-100.481000000029,-90.025999999954,-86.812999999966
1093,966204000.000000000000,-94.847999999998,-100.467999999993,-90.013999999966,-86.820999999996
1094,966206000.000000000000,-94.822000000044,-100.466999999946,-89.996000000043,-86.616999999969
1095,966208000.000000000000,-94.790999999968,-100.518000000040,-89.986999999965,-86.375000000000
1096,966210000.000000000000,-94.741000000038,-100.537000000011,-89.891999999993,-86.444999999949
1097,966212000.000000000000,-94.744999999995,-100.523000000045,-89.930000000051,-86.626000000047
1098,966214000.000000000000,-94.716999999946,-100.680999999982,-90.045000000042,-86.908000000054
1099,966216000.000000000000,-94.685000000056,-100.657000000007,-90.091000000015,-87.060000000056
1100,966218000.000000000000,-94.716999999946,-100.606000000029,-90.121000000043,-87.013999999966
1101,966220000.000000000000,-94.618999999948,-100.701000000001,-90.109000000055,-86.903000000049
1102,966222000.000000000000,-94.618000000017,-100.734000000055,-89.988000000012,-86.910000000033
1103,966224000.000000000000,-94.554000000004,-100.645000000019,-89.895000000019,-86.900000000023
1104,966226000.000000000000,-94.565999999992,-100.606999999960,-89.819000000018,-86.854000000050
1105,966228000.000000000000,-94.547999999952,-100.369999999995,-89.763000000035,-86.944999999949
1106,966230000.000000000000,-94.663999999990,-100.388999999966,-89.594999999972,-87.030000000028
1107,966232000.000000000000,-94.641999999993,-100.533999999985,-89.581000000006,-87.059000000008
1108,966234000.000000000000,-94.673999999999,-100.555999999982,-89.880000000005,-87.084000000032
1109,966236000.000000000000,-94.721999999951,-100.533000000054,-89.814000000013,-87.116000000038
1110,966238000.000000000000,-94.677999999956,-100.672999999952,-90.005000000005,-87.250000000000
1111,966240000.000000000000,-94.486999999965,-100.741000000038,-90.172999999952,-87.121999999974
1112,966242000.000000000000,-94.570999999996,-100.787000000011,-90.047000000020,-87.001000000047
1113,966244000.000000000000,-94.582000000053,-100.618999999948,-89.932999999961,-86.917999999947
1114,966246000.000000000000,-94.728000000003,-100.687000000034,-89.967999999993,-86.932000000030
1115,966248000.000000000000,-94.631000000052,-100.692999999970,-89.978000000003,-86.804000000004
1116,966250000.000000000000,-94.584000000032,-100.670999999973,-90.072000000044,-86.935000000056
1117,966252000.000000000000,-94.567000000039,-100.805999999982,-90.353000000003,-87.082999999984
1118,966254000.000000000000,-94.417999999947,-100.780000000028,-90.304000000004,-87.216000000015
1119,966256000.000000000000,-94.420999999973,-100.905999999959,-90.118000000017,-87.420000000042
1120,966258000.000000000000,-94.616999999969,-100.810999999987,-90.099999999977,-87.300999999978
1121,966260000.000000000000,-94.626999999979,-100.773000000045,-90.130000000005,-87.243999999948
1122,966262000.000000000000,-94.545999999973,-100.716000000015,-90.116000000038,-87.104999999981
1123,966264000.000000000000,-94.513000000035,-100.697000000044,-90.087000000058,-87.089000000036
1124,966266000.000000000000,-94.648999999976,-100.701000000001,-90.116000000038,-86.905000000028
1125,966268000.000000000000,-94.645999999950,-100.689000000013,-90.077000000048,-86.643000000040
1126,966270000.000000000000,-94.709000000032,-100.722999999998,-90.091000000015,-86.677999999956
1127,966272000.000000000000,-94.587000000058,-100.809000000008,-89.846000000020,-86.841000000015
1128,966274000.000000000000,-94.564999999944,-100.831000000006,-89.766999999993,-86.888999999966
1129,966276000.000000000000,-94.437000000034,-100.934000000008,-89.856999999960,-87.010000000009
1130,966278000.000000000000,-94.486000000034,-101.000000000000,-90.054000000004,-87.025999999954
1131,966280000.000000000000,-94.496000000043,-100.822999999975,-90.103000000003,-86.993000000017
1132,966282000.000000000000,-94.572000000044,-100.837000000058,-90.035000000033,-86.907000000007
1133,966284000.000000000000,-94.584999999963,-100.858000000007,-90.130000000005,-86.913999999990
1134,966286000.000000000000,-94.503000000026,-100.861999999965,-90.086000000010,-87.055999999982
1135,966288000.000000000000,-94.464999999967,-100.834999999963,-90.094000000041,-87.025999999954
1136,966290000.000000000000,-94.552999999956,-100.579000000027,-90.160999999964,-87.037000000011
1137,966292000.000000000000,-94.611000000034,-100.623999999953,-89.981000000029,-87.015999999945
1138,966294000.000000000000,-94.643000000040,-100.513000000035,-89.864999999991,-86.895999999950
1139,966296000.000000000000,-94.532000000007,-100.503999999957,-89.763999999966,-87.087000000058
1140,966298000.000000000000,-94.469999999972,-100.623999999953,-89.810000000056,-86.903999999980
1141,966300000.000000000000,-94.608000000007,-100.625000000000,-89.842999999993,-86.903999999980
1142,966302000.000000000000,-94.771999999997,-100.712999999989,-89.912999999942,-86.893999999971
1143,966304000.000000000000,-94.770000000019,-100.734999999986,-90.310000000056,-86.743000000017
1144,966306000.000000000000,-94.964000000036,-100.844000000041,-90.182000000030,-86.702999999980
1145,966308000.000000000000,-94.800999999978,-100.800999999978,-90.163999999990,-86.849000000046
1146,966310000.000000000000,-94.633999999962,-100.704999999958,-90.204000000027,-86.942999999970
1147,966312000.000000000000,-94.837999999989,-100.695999999996,-90.206000000006,-87.038999999990
1148,966314000.000000000000,-94.952999999980,-100.677999999956,-90.190999999992,-87.256999999983
1149,966316000.000000000000,-94.893000000040,-100.704999999958,-90.197000000044,-87.222999999998
1150,966318000.000000000000,-94.846999999951,-100.662000000011,-90.185999999987,-87.283000000054
1151,966320000.000000000000,-94.822999999975,-100.687000000034,-90.172000000020,-87.143999999971
1152,966322000.000000000000,-94.761999999988,-100.837000000058,-89.993999999948,-86.893999999971
1153,966324000.000000000000,-94.886000000057,-100.643000000040,-89.636999999988,-86.888000000035
1154,966326000.000000000000,-94.851999999955,-100.604999999981,-89.589999999967,-87.138000000035
1155,966328000.000000000000,-94.886999999988,-100.837000000058,-89.662000000011,-87.344000000041
1156,966330000.000000000000,-94.837999999989,-100.790999999968,-89.750000000000,-87.295000000042
1157,966332000.000000000000,-94.930000000051,-100.756999999983,-90.008999999962,-87.131000000052
1158,966334000.000000000000,-94.903999999980,-100.726000000024,-89.976000000024,-86.989999999991
1159,966336000.000000000000,-94.734999999986,-100.662999999942,-90.008000000031,-87.008999999962
1160,966338000.000000000000,-94.630000000005,-100.667999999947,-89.952999999980,-87.010000000009
1161,966340000.000000000000,-94.591000000015,-100.753999999957,-89.988999999943,-86.760000000009
1162,966342000.000000000000,-94.594000000041,-100.863000000012,-90.143000000040,-86.753000000026
1163,966344000.000000000000,-94.528999999980,-100.780000000028,-90.170999999973,-86.802000000025
1164,966346000.000000000000,-94.530999999959,-100.717999999993,-90.065999999992,-86.957000000053
1165,966348000.000000000000,-94.660000000033,-100.660999999964,-89.945999999996,-86.913999999990
1166,966350000.000000000000,-94.755000000005,-100.589999999967,-89.903999999980,-86.934000000008
1167,966352000.000000000000,-94.435999999987,-100.743000000017,-89.923999999999,-87.180999999982
1168,966354000.000000000000,-94.359999999986,-100.640999999945,-89.927999999956,-87.111999999965
1169,966356000.000000000000,-94.582999999984,-100.871000000043,-89.846999999951,-86.979000000050
1170,966358000.000000000000,-94.731000000029,-100.837999999989,-89.981000000029,-87.001999999979
1171,966360000.000000000000,-94.699999999953,-100.957000000053,-89.942999999970,-87.060000000056
1172,966362000.000000000000,-94.679000000004,-100.883999999962,-89.841999999946,-87.006999999983
1173,966364000.000000000000,-94.891999999993,-100.716999999946,-90.106999999960,-87.087000000058
1174,966366000.000000000000,-94.847999999998,-100.775999999954,-90.145999999950,-86.918999999994
1175,966368000.000000000000,-94.775000000023,-100.694000000018,-90.214000000036,-86.873000000021
1176,966370000.000000000000,-94.748000000021,-100.684000000008,-90.256000000052,-86.782000000007
1177,966372000.000000000000,-94.831000000006,-100.655999999959,-90.222999999998,-86.775999999954
1178,966374000.000000000000,-94.866000000038,-100.738999999943,-90.351000000024,-86.910999999964
1179,966376000.000000000000,-95.094000000041,-100.722999999998,-90.195999999996,-87.042999999947
1180,966378000.000000000000,-95.070999999996,-100.795000000042,-90.229000000050,-86.991999999969
1181,966380000.000000000000,-95.091999999946,-100.765999999945,-90.297999999952,-86.863999999943
1182,966382000.000000000000,-95.162999999942,-100.812999999966,-90.273000000045,-86.682999999961
1183,966384000.000000000000,-95.125000000000,-100.790000000037,-90.118999999948,-86.846000000020
1184,966386000.000000000000,-95.295999999973,-100.778999999980,-90.042000000016,-86.929000000004
1185,966388000.000000000000,-95.511999999988,-100.807999999961,-89.983000000007,-86.770999999950
1186,966390000.000000000000,-95.780000000028,-100.760000000009,-89.930999999982,-86.751999999979
1187,966392000.000000000000,-95.851000000024,-100.905000000028,-89.944999999949,-86.814000000013
1188,966394000.000000000000,-95.937000000034,-100.885000000009,-89.935000000056,-86.940999999992
1189,966396000.000000000000,-96.119999999995,-100.883999999962,-89.988000000012,-86.964999999967
1190,966398000.000000000000,-96.309000000008,-100.939999999944,-90.251000000047,-87.217999999993
1191,966400000.000000000000,-96.466999999946,-100.886999999988,-89.913999999990,-87.143000000040
1192,966402000.000000000000,-96.633000000031,-100.748000000021,-89.907000000007,-86.917000000016
1193,966404000.000000000000,-96.712000000058,-100.844000000041,-90.145999999950,-87.065999999992
1194,966406000.000000000000,-96.876999999979,-101.000000000000,-90.136999999988,-87.145999999950
1195,966408000.000000000000,-97.155999999959,-100.952999999980,-90.187000000034,-87.172000000020
1196,966410000.000000000000,-97.510000000009,-100.847999999998,-90.251999999979,-87.266999999993
1197,966412000.000000000000,-97.729000000050,-100.753000000026,-90.060000000056,-86.935999999987
1198,966414000.000000000000,-97.863000000012,-100.766999999993,-89.937000000034,-86.869999999995
1199,966416000.000000000000,-98.138999999966,-100.915000000037,-89.981000000029,-86.787999999942
1200,966418000.000000000000,-98.489999999991,-100.795000000042,-90.081000000006,-86.929000000004
1201,966420000.000000000000,-98.665999999968,-100.780999999959,-90.045999999973,-87.037999999942
1202,966422000.000000000000,-99.082999999984,-100.707000000053,-89.927999999956,-87.108000000007
1203,966424000.000000000000,-99.234999999986,-100.842999999993,-90.138999999966,-87.065999999992
1204,966426000.000000000000,-99.472999999998,-100.851000000024,-89.951000000001,-87.246000000043
1205,966428000.000000000000,-99.653999999980,-100.851999999955,-90.108000000007,-87.121000000043
1206,966430000.000000000000,-99.998999999953,-100.827000000048,-90.155000000028,-87.148999999976
1207,966432000.000000000000,-100.216000000015,-100.712000000058,-90.165000000037,-87.006999999983
1208,966434000.000000000000,-100.378000000026,-100.680000000051,-89.962000000058,-86.810000000056
1209,966436000.000000000000,-100.562000000034,-100.814999999944,-90.184000000008,-86.873999999953
1210,966438000.000000000000,-100.859999999986,-100.741999999969,-90.173999999999,-86.917999999947
1211,966440000.000000000000,-101.106999999960,-100.790000000037,-90.082999999984,-87.018000000040
1212,966442000.000000000000,-101.167000000016,-100.712999999989,-90.216999999946,-87.052999999956
1213,966444000.000000000000,-101.337999999989,-100.726999999955,-90.192000000039,-87.167000000016
1214,966446000.000000000000,-101.224000000046,-100.827000000048,-90.194999999949,-86.988000000012
1215,966448000.000000000000,-101.564999999944,-100.827000000048,-90.113999999943,-86.937999999966
1216,966450000.000000000000,-101.452999999980,-100.817000000039,-90.062999999966,-87.130000000005
1217,966452000.000000000000,-101.557999999961,-100.712000000058,-90.104000000050,-87.258000000031
1218,966454000.000000000000,-101.704000000027,-100.736999999965,-89.854999999981,-87.116000000038
1219,966456000.000000000000,-102.001999999979,-100.876000000047,-89.770000000019,-87.064000000013
1220,966458000.000000000000,-101.895999999950,-100.856999999960,-89.886999999988,-86.988999999943
1221,966460000.000000000000,-101.964999999967,-100.881000000052,-89.849000000046,-86.871999999974
1222,966462000.000000000000,-101.964000000036,-101.037000000011,-89.932000000030,-86.834999999963
1223,966464000.000000000000,-101.962999999989,-100.820999999996,-89.853000000003,-86.788999999990
1224,966466000.000000000000,-101.903000000049,-100.673999999999,-89.886000000057,-86.744999999995
1225,966468000.000000000000,-101.847999999998,-100.626999999979,-89.959000000032,-86.827000000048
1226,966470000.000000000000,-101.915000000037,-100.684000000008,-89.748000000021,-86.935999999987
1227,966472000.000000000000,-102.074999999953,-100.729999999981,-89.714999999967,-86.751999999979
1228,966474000.000000000000,-102.074999999953,-100.741000000038,-89.739999999991,-86.655000000028
1229,966476000.000000000000,-101.849999999977,-100.733000000007,-90.136999999988,-86.685000000056
1230,966478000.000000000000,-101.988999999943,-100.738000000012,-90.091999999946,-86.768000000040
1231,966480000.000000000000,-102.278999999980,-100.717999999993,-90.182999999961,-86.903999999980
1232,966482000.000000000000,-102.059000000008,-100.959999999963,-90.180999999982,-86.920000000042
1233,966484000.000000000000,-102.045000000042,-100.876000000047,-90.165999999968,-86.972999999998
1234,966486000.000000000000,-102.005000000005,-100.893000000040,-90.143999999971,-87.251000000047
1235,966488000.000000000000,-102.052999999956,-100.876999999979,-89.952999999980,-87.271999999997
1236,966490000.000000000000,-102.005000000005,-100.881000000052,-90.216000000015,-87.197999999975
1237,966492000.000000000000,-102.069999999949,-100.756000000052,-90.043999999994,-87.172000000020
1238,966494000.000000000000,-102.047999999952,-100.993000000017,-89.978000000003,-87.119999999995
1239,966496000.000000000000,-102.158999999985,-100.942000000039,-90.140000000014,-87.077999999980
1240,966498000.000000000000,-102.150000000023,-100.837999999989,-90.317000000039,-87.163999999990
1241,966500000.000000000000,-102.057999999961,-100.878999999957,-90.327999999980,-87.133999999962
1242,966502000.000000000000,-101.957999999984,-100.932999999961,-90.354999999981,-87.297999999952
1243,966504000.000000000000,-101.971000000020,-100.864999999991,-90.246000000043,-87.027000000002
1244,966506000.000000000000,-102.016999999993,-100.804000000004,-90.219000000041,-87.048999999999
1245,966508000.000000000000,-101.920999999973,-101.006000000052,-90.121000000043,-87.234999999986
1246,966510000.000000000000,-102.062999999966,-100.871000000043,-90.177999999956,-87.160999999964
1247,966512000.000000000000,-101.966999999946,-100.711000000010,-90.322000000044,-87.042999999947
1248,966514000.000000000000,-101.871999999974,-100.832000000053,-90.275000000023,-86.873999999953
1249,966516000.000000000000,-101.854000000050,-100.807999999961,-90.091999999946,-86.923999999999
1250,966518000.000000000000,-101.954000000027,-100.836000000010,-90.092999999993,-87.023999999976
1251,966520000.000000000000,-101.895999999950,-100.770999999950,-90.179000000004,-86.986000000034
1252,966522000.000000000000,-102.209999999963,-100.841999999946,-90.238000000012,-87.050999999978
1253,966524000.000000000000,-102.089000000036,-100.873999999953,-90.280999999959,-87.378999999957
1254,966526000.000000000000,-101.972999999998,-101.015000000014,-90.464999999967,-87.329999999958
1255,966528000.000000000000,-101.790000000037,-100.971000000020,-90.476000000024,-87.282000000007
1256,966530000.000000000000,-101.983000000007,-100.907000000007,-90.408000000054,-87.189000000013
1257,966532000.000000000000,-102.006999999983,-100.851000000024,-90.136000000057,-87.146999999997
1258,966534000.000000000000,-102.030999999959,-100.792999999947,-90.121000000043,-87.346999999951
1259,966536000.000000000000,-101.954999999958,-100.876000000047,-89.993999999948,-87.363000000012
1260,966538000.000000000000,-101.895999999950,-100.606000000029,-89.915000000037,-87.331000000006
1261,966540000.000000000000,-102.020999999950,-100.584000000032,-89.986999999965,-87.160000000033
1262,966542000.000000000000,-101.962999999989,-100.834000000032,-89.868000000017,-87.123999999953
1263,966544000.000000000000,-101.952999999980,-100.797000000020,-89.967999999993,-87.097999999998
1264,966546000.000000000000,-102.042999999947,-100.810999999987,-90.006999999983,-87.229999999981
1265,966548000.000000000000,-102.018000000040,-100.726999999955,-89.954999999958,-87.146999999997
1266,966550000.000000000000,-102.064000000013,-100.760000000009,-90.119999999995,-87.285999999964
1267,966552000.000000000000,-102.182999999961,-100.798999999999,-89.910000000033,-87.304000000004
1268,966554000.000000000000,-102.109999999986,-100.956000000006,-90.145999999950,-87.243999999948
1269,966556000.000000000000,-102.119999999995,-100.822000000044,-90.297000000020,-87.224000000046
1270,966558000.000000000000,-102.018999999971,-100.773000000045,-90.128999999957,-87.332999999984
1271,966560000.000000000000,-102.008999999962,-100.809000000008,-90.427000000025,-87.067999999970
1272,966562000.000000000000,-101.925000000047,-100.800999999978,-90.435000000056,-87.025000000023
1273,966564000.000000000000,-101.895999999950,-100.922000000020,-90.388999999966,-86.871999999974
1274,966566000.000000000000,-102.074000000022,-100.790999999968,-90.378000000026,-86.915000000037
1275,966568000.000000000000,-101.991999999969,-100.744999999995,-90.341000000015,-87.045999999973
1276,966570000.000000000000,-102.020999999950,-100.792000000016,-90.201000000001,-86.951000000001
1277,966572000.000000000000,-102.038999999990,-100.775000000023,-90.072000000044,-86.908000000054
1278,966574000.000000000000,-102.101000000024,-100.711000000010,-90.109999999986,-86.847999999998
1279,966576000.000000000000,-101.976000000024,-100.817999999970,-90.113000000012,-86.868000000017
1280,966578000.000000000000,-101.957999999984,-100.773999999976,-90.140000000014,-86.706000000006
1281,966580000.000000000000,-102.013000000035,-100.886999999988,-90.113000000012,-86.800999999978
1282,966582000.000000000000,-101.910000000033,-100.819999999949,-90.015000000014,-86.935000000056
1283,966584000.000000000000,-101.871000000043,-100.712000000058,-89.994999999995,-87.128999999957
1284,966586000.000000000000,-102.076000000001,-100.841999999946,-90.003000000026,-87.064000000013
1285,966588000.000000000000,-102.060999999987,-100.945999999996,-90.064000000013,-87.118999999948
1286,966590000.000000000000,-102.114999999991,-100.900999999954,-90.101000000024,-87.128000000026
1287,966592000.000000000000,-102.087000000058,-101.015999999945,-90.199000000022,-87.256999999983
1288,966594000.000000000000,-102.087999999989,-100.937000000034,-89.923999999999,-87.047000000020
1289,966596000.000000000000,-102.005000000005,-100.805999999982,-90.062999999966,-86.893999999971
1290,966598000.000000000000,-102.109999999986,-100.724999999977,-90.087999999989,-86.856000000029
1291,966600000.000000000000,-101.966000000015,-100.809000000008,-90.099999999977,-86.888000000035
1292,966602000.000000000000,-102.052999999956,-100.854999999981,-90.059000000008,-87.008000000031
1293,966604000.000000000000,-102.104000000050,-101.015999999945,-90.109999999986,-87.040000000037
1294,966606000.000000000000,-102.037999999942,-100.959999999963,-90.143000000040,-87.023999999976
1295,966608000.000000000000,-102.037000000011,-100.925000000047,-90.032000000007,-86.937999999966
1296,966610000.000000000000,-101.988000000012,-100.802000000025,-89.873000000021,-86.773000000045
1297,966612000.000000000000,-102.008999999962,-100.731999999960,-89.861000000034,-86.893000000040
1298,966614000.000000000000,-102.008999999962,-100.734000000055,-89.842999999993,-86.976000000024
1299,966616000.000000000000,-101.859999999986,-100.643999999971,-89.846999999951,-86.881000000052
1300,966618000.000000000000,-101.918999999994,-100.643000000040,-90.000000000000,-86.979000000050
1301,966620000.000000000000,-101.981000000029,-100.584000000032,-89.905999999959,-86.949000000022
1302,966622000.000000000000,-101.986000000034,-100.812000000034,-89.925000000047,-87.060000000056
1303,966624000.000000000000,-101.942000000039,-100.893999999971,-90.035000000033,-87.074000000022
1304,966626000.000000000000,-102.070999999996,-100.859000000055,-90.329999999958,-87.101999999955
1305,966628000.000000000000,-102.047000000020,-100.817000000039,-90.244999999995,-87.001000000047
1306,966630000.000000000000,-102.076000000001,-100.817000000039,-90.236000000034,-86.896999999997
1307,966632000.000000000000,-102.000000000000,-100.873000000021,-90.268999999971,-86.886999999988
1308,966634000.000000000000,-101.986999999965,-100.709999999963,-90.126000000047,-86.930000000051
1309,966636000.000000000000,-102.087000000058,-100.673999999999,-90.116000000038,-86.952999999980
1310,966638000.000000000000,-102.062999999966,-100.648000000045,-89.915000000037,-87.138999999966
1311,966640000.000000000000,-101.859999999986,-100.714000000036,-89.876000000047,-86.993999999948
1312,966642000.000000000000,-101.853000000003,-100.886999999988,-90.003999999957,-87.099000000046
1313,966644000.000000000000,-102.101000000024,-100.858000000007,-89.935000000056,-87.307000000030
1314,966646000.000000000000,-102.086000000010,-100.841000000015,-90.170999999973,-87.212000000058
1315,966648000.000000000000,-102.037999999942,-100.849000000046,-90.048999999999,-87.047999999952
1316,966650000.000000000000,-102.082000000053,-100.695999999996,-90.077999999980,-87.052999999956
1317,966652000.000000000000,-102.079000000027,-100.853000000003,-90.015999999945,-87.152000000002
1318,966654000.000000000000,-102.077000000048,-100.800999999978,-89.959000000032,-87.197000000044
1319,966656000.000000000000,-101.900000000023,-100.829999999958,-90.177999999956,-87.175000000047
1320,966658000.000000000000,-102.104999999981,-100.685999999987,-90.148999999976,-87.285000000033
1321,966660000.000000000000,-102.021999999997,-100.734999999986,-90.349000000046,-87.327999999980
1322,966662000.000000000000,-101.998999999953,-100.908000000054,-90.268999999971,-87.099000000046
1323,966664000.000000000000,-101.984000000055,-100.753000000026,-90.209000000032,-87.111999999965
1324,966666000.000000000000,-102.113000000012,-100.753000000026,-90.265000000014,-87.162999999942
1325,966668000.000000000000,-101.935999999987,-100.748000000021,-90.153999999980,-87.035000000033
1326,966670000.000000000000,-102.097999999998,-100.719000000041,-90.033000000054,-87.040999999968
1327,966672000.000000000000,-102.079999999958,-100.726000000024,-90.025000000023,-86.991999999969
1328,966674000.000000000000,-101.981999999960,-100.783000000054,-90.197000000044,-86.979000000050
1329,966676000.000000000000,-102.101000000024,-100.814999999944,-90.339999999967,-87.076000000001
1330,966678000.000000000000,-102.113999999943,-100.831000000006,-90.326000000001,-87.023999999976
1331,966680000.000000000000,-102.130000000005,-100.797999999952,-90.157000000007,-86.994999999995
1332,966682000.000000000000,-102.130000000005,-100.733000000007,-90.113999999943,-86.964000000036
1333,966684000.000000000000,-102.015000000014,-100.903000000049,-90.135000000009,-86.993999999948
1334,966686000.000000000000,-102.010000000009,-100.952999999980,-90.064000000013,-87.042999999947
